pos
0.00, 0.00, 0.00
XŽ², YŽ², ZŽ², Red, Green, Blue, Alpha
450.00, -100.00, 900.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 900.00, 0.00, 1.00, 0.40, 1.00
550.00, -100.00, 900.00, 0.00, 1.00, 0.40, 1.00
600.00, -100.00, 900.00, 0.00, 1.00, 0.40, 1.00
650.00, -80.00, 900.00, 0.00, 1.00, 0.40, 1.00
700.00, -60.00, 900.00, 0.00, 1.00, 0.40, 1.00
750.00, -45.00, 900.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 900.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 10.00, 850.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 850.00, 0.00, 1.00, 0.40, 1.00
-450.00, 10.00, 850.00, 0.00, 1.00, 0.40, 1.00
-400.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
0.00, -20.00, 850.00, 0.00, 1.00, 0.40, 1.00
50.00, -35.00, 850.00, 0.00, 1.00, 0.40, 1.00
100.00, -45.00, 850.00, 0.00, 1.00, 0.40, 1.00
150.00, -85.00, 850.00, 0.00, 1.00, 0.40, 1.00
200.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
250.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
300.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
350.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
400.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
450.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
550.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
600.00, -100.00, 850.00, 0.00, 1.00, 0.40, 1.00
650.00, -85.00, 850.00, 0.00, 1.00, 0.40, 1.00
700.00, -65.00, 850.00, 0.00, 1.00, 0.40, 1.00
750.00, -55.00, 850.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 850.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 30.00, 800.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-450.00, 35.00, 800.00, 0.00, 1.00, 0.40, 1.00
-400.00, 5.00, 800.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
0.00, -20.00, 800.00, 0.00, 1.00, 0.40, 1.00
50.00, -35.00, 800.00, 0.00, 1.00, 0.40, 1.00
100.00, -50.00, 800.00, 0.00, 1.00, 0.40, 1.00
150.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
200.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
250.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
300.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
350.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
400.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
450.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
550.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
600.00, -100.00, 800.00, 0.00, 1.00, 0.40, 1.00
650.00, -85.00, 800.00, 0.00, 1.00, 0.40, 1.00
700.00, -65.00, 800.00, 0.00, 1.00, 0.40, 1.00
750.00, -55.00, 800.00, 0.00, 1.00, 0.40, 1.00
800.00, -15.00, 800.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 800.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-450.00, 35.00, 750.00, 0.00, 1.00, 0.40, 1.00
-400.00, 5.00, 750.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
0.00, -20.00, 750.00, 0.00, 1.00, 0.40, 1.00
50.00, -35.00, 750.00, 0.00, 1.00, 0.40, 1.00
100.00, -50.00, 750.00, 0.00, 1.00, 0.40, 1.00
150.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
200.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
250.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
300.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
350.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
400.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
450.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
550.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
600.00, -100.00, 750.00, 0.00, 1.00, 0.40, 1.00
650.00, -85.00, 750.00, 0.00, 1.00, 0.40, 1.00
700.00, -65.00, 750.00, 0.00, 1.00, 0.40, 1.00
750.00, -55.00, 750.00, 0.00, 1.00, 0.40, 1.00
800.00, -20.00, 750.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 750.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-450.00, 35.00, 700.00, 0.00, 1.00, 0.40, 1.00
-400.00, 5.00, 700.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
0.00, -15.00, 700.00, 0.00, 1.00, 0.40, 1.00
50.00, -35.00, 700.00, 0.00, 1.00, 0.40, 1.00
100.00, -45.00, 700.00, 0.00, 1.00, 0.40, 1.00
150.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
200.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
250.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
300.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
350.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
400.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
450.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
550.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
600.00, -100.00, 700.00, 0.00, 1.00, 0.40, 1.00
650.00, -80.00, 700.00, 0.00, 1.00, 0.40, 1.00
700.00, -65.00, 700.00, 0.00, 1.00, 0.40, 1.00
750.00, -55.00, 700.00, 0.00, 1.00, 0.40, 1.00
800.00, -15.00, 700.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 700.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 30.00, 650.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-450.00, 35.00, 650.00, 0.00, 1.00, 0.40, 1.00
-400.00, 5.00, 650.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
50.00, -30.00, 650.00, 0.00, 1.00, 0.40, 1.00
100.00, -45.00, 650.00, 0.00, 1.00, 0.40, 1.00
150.00, -80.00, 650.00, 0.00, 1.00, 0.40, 1.00
200.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
250.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
300.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
350.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
400.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
450.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
550.00, -100.00, 650.00, 0.00, 1.00, 0.40, 1.00
600.00, -95.00, 650.00, 0.00, 1.00, 0.40, 1.00
650.00, -75.00, 650.00, 0.00, 1.00, 0.40, 1.00
700.00, -60.00, 650.00, 0.00, 1.00, 0.40, 1.00
750.00, -45.00, 650.00, 0.00, 1.00, 0.40, 1.00
800.00, -5.00, 650.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 650.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 30.00, 600.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-450.00, 35.00, 600.00, 0.00, 1.00, 0.40, 1.00
-400.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
100.00, -35.00, 600.00, 0.00, 1.00, 0.40, 1.00
150.00, -50.00, 600.00, 0.00, 1.00, 0.40, 1.00
200.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
250.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
300.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
350.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
400.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
450.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
550.00, -100.00, 600.00, 0.00, 1.00, 0.40, 1.00
600.00, -75.00, 600.00, 0.00, 1.00, 0.40, 1.00
650.00, -65.00, 600.00, 0.00, 1.00, 0.40, 1.00
700.00, -55.00, 600.00, 0.00, 1.00, 0.40, 1.00
750.00, -25.00, 600.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 600.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 20.00, 550.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 550.00, 0.00, 1.00, 0.40, 1.00
-450.00, 15.00, 550.00, 0.00, 1.00, 0.40, 1.00
-400.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
100.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
150.00, -40.00, 550.00, 0.00, 1.00, 0.40, 1.00
200.00, -60.00, 550.00, 0.00, 1.00, 0.40, 1.00
250.00, -100.00, 550.00, 0.00, 1.00, 0.40, 1.00
300.00, -100.00, 550.00, 0.00, 1.00, 0.40, 1.00
350.00, -100.00, 550.00, 0.00, 1.00, 0.40, 1.00
400.00, -100.00, 550.00, 0.00, 1.00, 0.40, 1.00
450.00, -100.00, 550.00, 0.00, 1.00, 0.40, 1.00
500.00, -100.00, 550.00, 0.00, 1.00, 0.40, 1.00
550.00, -75.00, 550.00, 0.00, 1.00, 0.40, 1.00
600.00, -65.00, 550.00, 0.00, 1.00, 0.40, 1.00
650.00, -60.00, 550.00, 0.00, 1.00, 0.40, 1.00
700.00, -30.00, 550.00, 0.00, 1.00, 0.40, 1.00
750.00, -5.00, 550.00, 0.00, 1.00, 0.40, 1.00
800.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
850.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
900.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
950.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
1000.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
1050.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
1100.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
1150.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
1200.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
1250.00, 0.00, 550.00, 0.00, 1.00, 0.40, 1.00
-1250.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-1200.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-1150.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-1100.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-1050.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-1000.00, 25.00, 500.00, 0.00, 1.00, 0.40, 1.00
-950.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-900.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-850.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-800.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-750.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-700.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-650.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-600.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-550.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-500.00, 35.00, 500.00, 0.00, 1.00, 0.40, 1.00
-450.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-400.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-350.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-300.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-250.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-200.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-150.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-100.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
-50.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
0.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
50.00, 0.00, 500.00, 0.00, 1.00, 0.40, 1.00
